"id","category","sub_category","year","end_year","country","region","country_income_group","sids","lldc","fcs","ida","recipient_institution","recipient_institution_type","implementing_agency","provider","provider_region","provider_country","provider_type","sector_name","program_scheme_project","fund_name","fund_type","bi_multi_code","allocable","type_of_aid","channel_code","gender","environment","biodiversity","ocean_oda","sustainable_ocean_oda","land_based_oda","plastic_oda","plastic_specific_oda","solid_waste_oda","wastewater_oda","ft_concessional_loan","ft_commercial_loan","ft_equity","ft_grant","ft_others","commitment","created_at","updated_at","sources_intermediaries","archetype","pathways","convertible_bonds","public_offering"
"907","public finance","MEA Finance","2022","2020","Argentina","Latin America and the Caribbean","Low income","1","0","1","0","UNEP","Non-profit organization","World Bank","Sweden","Europe","Sweden","Research Institute","General Environment Protection","TGTCV0u1K6JavqOB","Adaptation Fund (AF)","Multilateral","7","1","D01","41107","1",,"2","1","1","0","1","1","0","1","85","89","26","73","31","746","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Plastic Waste-to-Energy","Non-circular Pathways","26","10"
"908","public finance","Domestic Finance","2021","2018","South Korea","Asia","Upper middle income","1","0","1","0","Ministry of Environment and Renewable Energy","Foundation","World Bank","Sweden","Europe","Sweden","Regional Government","General Environment Protection","bM3dU6jGRrk8950M","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor National","1","1","B04","41107","0",,"1","1","1","1","0","1","1","1","72","4","92","25","92","579","10/10/2024 16:12:53","10/10/2024 16:12:53","International Monetary Fund (IMF)","Digital Mapping","Supporting Pathways","77","82"
"909","public finance","MEA Finance","2021","2020","Brazil","Latin America and the Caribbean","Upper middle income","1","0","1","1","Ministry of Environment and Renewable Energy","Government","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Government","Water Supply & Sanitation","vOUPUN3uEDNy0dYi","Global Environment Facility (GEF4)","Multi Donor Regional","1","1","D01","21000",,,,"1","1","1","1","0","1","0","32","63","81","26","34","660","10/10/2024 16:12:53","10/10/2024 16:12:53","ILBI*","Recovery for controlled disposal","Non-circular Pathways","50","184"
"910","public finance","Development Finance","2020","2020","New Zealand","Oceania","Upper middle income","0","1","0","1","UNEP","Non-profit organization","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Non-profit regional funds","Transport & Storage","Thp2fm0BvNBfqzry","Global Environment Facility (GEF4)","Multi Donor National","7","1","B04","22000","0","0","2","0","1","0","1","1","0","1","48","4","67","14","98","173","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Incineration","Non-circular Pathways","122","123"
"911","private finance","Private Finance","2023","2023","Mexico","Latin America and the Caribbean","High income","0","0","1","0","Ministry of Environment and Renewable Energy","Corporation","World Bank","Sweden","Europe","Sweden","Non-profit organization","Post-Secondary Education","SbKBFt5wtj8bg1U0","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor National","3","0","B03","22000",,"2",,"0","0","0","0","0","0","1","30","32","94","64","34","204","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Plastic Waste-to-Fuel","Non-circular Pathways","110","33"
"912","private finance","Private Finance","2019","2024","Fiji","Oceania","Low income","1","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Regional Government","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","International Agency","General Environment Protection","sTfBoOSsQHdYxVuy","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","7","1","B04","11001",,,"0","0","1","1","1","1","0","1","82","33","5","10","100","102","10/10/2024 16:12:53","10/10/2024 16:12:53","European Union Institution","Incineration","Non-circular Pathways","115","93"
"913","public finance","Development Finance","2021","2023","Cuba","Latin America and the Caribbean","Upper middle income","1","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Regional Government","World Bank","South Korea","Asia","South Korea","Regional agency","Transport & Storage","7T9Sch4oW2f9XSLZ","Amazon Fund","Multi Donor National","1","0","D01","11001",,"0","2","0","0","1","0","1","1","1","92","25","95","37","56","830","10/10/2024 16:12:53","10/10/2024 16:12:53","Commercial Banks and Similar FIs","Training/ Capacity Building/ Education","Supporting Pathways","123","64"
"914","public finance","Domestic Finance","2021","2020","France","Europe","Lower middle income","1","1","0","1","Ministry of Environment and Renewable Energy","National Institute","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Non-profit organization","Water Supply & Sanitation","8GW6znYhaPRK7iDI","Global Environment Facility (GEF4)","Multi Donor National","1","0","B04","11001","1","2","2","1","1","1","0","0","1","1","17","93","52","35","58","635","10/10/2024 16:12:53","10/10/2024 16:12:53","European Union Institution","Other Services","Supporting Pathways","48","133"
"915","public finance","Development Finance","2021","2023","Cuba","Latin America and the Caribbean","Lower middle income","1","1","0","1","UNEP","Government","World Bank","UNEP","Africa","Kenya","Intergovernmental Organisation","Post-Secondary Education","FzNC6NfENbtYNU6R","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","4","1","C01","21000","1","2","1","1","1","0","1","1","0","0","54","7","74","54","33","580","10/10/2024 16:12:53","10/10/2024 16:12:53","Other MEAs","Managed Landfilling","Non-circular Pathways","135","118"
"916","private finance","Private Finance","2023","2023","India","Asia","High income","1","0","0","1","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","International Agency","General Environment Protection","ZR5j4zCc8pQE1okp","Adaptation Fund (AF)","Multi Donor National","3","0","B04","22000","1","1","0","1","1","1","0","1","0","0","9","59","90","21","31","532","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Value Recovery","Circular Pathways","84","63"
"917","public finance","Development Finance","2018","2019","Australia","Oceania","Lower middle income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Research Institute","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Research Institute","General Environment Protection","N9QKIfdSGDMgpme1","Adaptation Fund (AF)","Multi Donor Regional","8","0","B03","22000","0","1",,"1","1","0","0","0","0","0","69","16","25","46","81","412","10/10/2024 16:12:53","10/10/2024 16:12:53","Other MEAs","Plastic Waste-to-Fuel","Non-circular Pathways","108","71"
"918","public finance","MEA Finance","2019","2020","Fiji","Oceania","Upper middle income","0","0","1","0","UNEP","Non-profit organization","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Corporation","Water Supply & Sanitation","rexwRfQhFoJoWNwN","Global Climate Change Alliance (GCCA)","Multi Donor National","1","1","D02","21000",,"2","1","0","1","0","1","1","0","0","4","56","45","95","61","979","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Plastic Waste-to-Fuel","Non-circular Pathways","146","92"
"919","public finance","Development Finance","2020","2021","Australia","Oceania","Lower middle income","0","0","0","1","UNEP","Corporation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Government agency","Water Supply & Sanitation","RThf42FNwzuyCmVc","Global Environment Facility (GEF4)","Multi Donor National","8","1","E01","11001",,"2","1","0","1","1","1","0","0","1","53","9","56","33","86","108","10/10/2024 16:12:53","10/10/2024 16:12:53","Local Government","Managed Landfilling","Non-circular Pathways","131","23"
"920","private finance","Private Finance","2020","2021","Russia","Europe","High income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","World Bank","UNEP","Africa","Kenya","Corporation","Transport & Storage","8DLzT1WmsO6lRCM7","Forest Investment Program (FIP)","Multi Donor Regional","7","1","E01","41107",,"2","2","0","0","1","1","0","1","0","49","88","76","92","63","241","10/10/2024 16:12:53","10/10/2024 16:12:53","ILBI*","Digital Mapping","Supporting Pathways","188","17"
"921","public finance","MEA Finance","2020","2023","United Kingdom","Europe","Upper middle income","0","1","0","0","UNEP","International Agency","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Corporation","General Environment Protection","ly98dlzVcHVvU8pZ","Adaptation Fund (AF)","Multilateral","3","1","B03","22000","1","1",,"1","0","0","1","0","0","1","77","71","70","75","76","747","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Equity, Venture Capital","Digital Mapping","Supporting Pathways","142","194"
"922","public finance","MEA Finance","2022","2023","Australia","Oceania","Lower middle income","0","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Government agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Government agency","Water Supply & Sanitation","pVYrF49M4wDWrEfL","Global Climate Change Alliance (GCCA)","Multilateral","8","0","E01","41107","0","2","1","1","0","1","0","0","1","0","70","87","99","94","98","325","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Training/ Capacity Building/ Education","Supporting Pathways","145","75"
"923","public finance","Development Finance","2019","2021","Fiji","Oceania","Low income","1","0","0","0","UNEP","Government agency","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Foundation","General Environment Protection","XfPrKM6zKMZs81PA","Adaptation Fund (AF)","Multi Donor National","4","0","D01","11001",,"2","2","0","1","0","0","0","0","0","84","77","42","51","51","656","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Plastic Waste-to-Energy","Non-circular Pathways","192","81"
"924","public finance","MEA Finance","2024","2020","Sweden","Europe","Lower middle income","0","0","1","0","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","World Bank","UNEP","Africa","Kenya","Regional Development Bank","Transport & Storage","59mj0554C5s3yWPJ","Global Environment Facility (GEF4)","Multi Donor National","3","0","E01","41107","1","2","1","0","1","1","1","0","0","0","45","9","99","37","97","630","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Other Services","Supporting Pathways","142","148"
"925","public finance","MEA Finance","2019","2022","Somalia","Africa","Low income","0","0","1","0","Ministry of Environment and Renewable Energy","Regional Development Bank","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Regional Development Bank","Water Supply & Sanitation","6mWsK5doXdjKXcpm","Forest Investment Program (FIP)","Multi Donor National","3","1","E01","22000","0","0","1","0","0","1","0","0","1","0","9","37","37","29","42","411","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Circular Design and Production","Circular Pathways","58","37"
"926","public finance","MEA Finance","2022","2024","France","Europe","Lower middle income","0","1","0","1","UNEP","Research Institute","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Corporation","Water Supply & Sanitation","Gz8Rd6QkQmhOLCkz","Adaptation Fund (AF)","Multilateral","8","0","C01","21000","0",,"1","1","0","0","1","0","0","1","86","7","62","69","58","294","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Digital Mapping","Supporting Pathways","190","61"
"927","private finance","Private Finance","2023","2019","New Zealand","Oceania","Low income","0","1","1","1","UNEP","International Agency","World Bank","Sweden","Europe","Sweden","Government agency","Water Supply & Sanitation","30k16FJyj5x3kIcf","Adaptation Fund (AF)","Multi Donor Regional","4","1","D01","21000","2","2","1","1","0","1","0","1","0","1","91","28","62","68","69","442","10/10/2024 16:12:53","10/10/2024 16:12:53","Commercial Banks and Similar FIs","Value Recovery","Circular Pathways","198","40"
"928","public finance","MEA Finance","2022","2024","Chile","Latin America and the Caribbean","Upper middle income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Regional Government","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Regional Government","Transport & Storage","9po8WYZkPlwBdyao","Amazon Fund","Multi Donor National","4","1","B03","22000","1",,,"0","0","0","1","0","0","1","98","78","65","23","99","844","10/10/2024 16:12:53","10/10/2024 16:12:53","Institutional Investors","Other Services","Supporting Pathways","49","146"
"929","public finance","Domestic Finance","2019","2022","Malaysia","Asia","Low income","1","0","0","0","UNEP","Government","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Corporation","Water Supply & Sanitation","6LuTog4957dkBPO6","Global Environment Facility (GEF4)","Multi Donor Regional","7","1","D01","41107","2","1","0","0","0","0","0","1","1","0","96","15","25","39","8","584","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Clean-up","Non-circular Pathways","166","81"
"930","public finance","MEA Finance","2018","2021","United States","North America","Lower middle income","0","1","1","1","Economic Affairs and Investment Division Ministry of Finance","National Institute","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Research Institute","Transport & Storage","bFd9tUwsrNjsSEX6","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","1","1","C01","22000","2",,"0","1","1","0","0","1","1","0","93","96","42","82","54","324","10/10/2024 16:12:53","10/10/2024 16:12:53","Institutional Investors","Circular Design and Production","Circular Pathways","124","143"
"931","public finance","Domestic Finance","2024","2021","Chile","Latin America and the Caribbean","Lower middle income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","National Institute","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Non-profit organization","Transport & Storage","Gm91yRvh9wK2szt4","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","1","0","B03","41107","2","1","2","0","1","1","0","0","0","0","68","88","8","80","30","569","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Clean-up","Non-circular Pathways","161","117"
"932","public finance","MEA Finance","2022","2024","United Kingdom","Europe","High income","1","1","0","0","Ministry of Environment and Renewable Energy","Regional Development Bank","World Bank","UNEP","Africa","Kenya","Regional Government","Transport & Storage","CpNPRpq4dkQvzPwG","Global Climate Change Alliance (GCCA)","Multi Donor Regional","3","0","D01","41107",,"1","2","1","1","0","1","1","0","0","14","6","84","40","99","780","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Clean-up","Non-circular Pathways","137","15"
"933","public finance","MEA Finance","2022","2022","Chile","Latin America and the Caribbean","Lower middle income","0","1","1","0","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","World Bank","South Korea","Asia","South Korea","Non-profit regional funds","Water Supply & Sanitation","UiQdLbepuRvss5m9","Global Climate Change Alliance (GCCA)","Multi Donor National","1","0","D01","11001","0","1","2","1","1","1","0","0","0","1","84","13","32","81","86","608","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Equity, Venture Capital","Operational Platforms","Supporting Pathways","122","15"
"934","public finance","Domestic Finance","2019","2019","Sweden","Europe","High income","0","0","0","0","Ministry of Environment and Renewable Energy","Research Institute","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","International Agency","General Environment Protection","ysP3hOmmfmHUZNVW","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","4","0","B03","11001","2",,"2","1","0","0","1","1","0","0","91","28","100","29","83","818","10/10/2024 16:12:53","10/10/2024 16:12:53","Individuals and Family Offices","Digital Mapping","Supporting Pathways","156","100"
"935","public finance","Development Finance","2024","2022","Angola","Africa","Upper middle income","1","1","0","1","Economic Affairs and Investment Division Ministry of Finance","International Agency","World Bank","South Korea","Asia","South Korea","Non-profit regional funds","Water Supply & Sanitation","EKsHznjFMoATC9sA","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","3","1","D01","22000","2","0",,"0","1","0","0","0","0","0","43","16","45","6","32","978","10/10/2024 16:12:53","10/10/2024 16:12:53","Individuals and Family Offices","Training/ Capacity Building/ Education","Supporting Pathways","199","116"
"936","public finance","Development Finance","2018","2019","Angola","Africa","Low income","0","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Non-profit regional funds","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Corporation","Transport & Storage","Wpz4DEM3Wvm7lnNt","Global Environment Facility (GEF4)","Multi Donor Regional","3","0","D01","21000","1","1","2","1","0","0","0","0","1","1","50","9","98","67","73","934","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Research and Development","Supporting Pathways","173","137"
"937","public finance","Development Finance","2023","2021","Cuba","Latin America and the Caribbean","Lower middle income","0","0","1","0","UNEP","Government agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional Development Bank","Post-Secondary Education","branCOaR75XZ9ZTR","Global Climate Change Alliance (GCCA)","Multilateral","1","1","B04","41107","2","1","1","1","1","0","1","1","1","0","86","74","90","73","26","767","10/10/2024 16:12:53","10/10/2024 16:12:53","Other MEAs","Training/ Capacity Building/ Education","Supporting Pathways","38","44"
"938","public finance","MEA Finance","2024","2022","South Korea","Asia","High income","1","1","1","1","Ministry of Environment and Renewable Energy","Regional Government","World Bank","Sweden","Europe","Sweden","Regional agency","Transport & Storage","zyeAAXBmy4Wb3KE2","Forest Investment Program (FIP)","Multi Donor Regional","3","1","D01","21000","0","2","0","0","0","1","1","0","0","1","72","51","47","57","21","194","10/10/2024 16:12:53","10/10/2024 16:12:53","Commercial Banks and Similar FIs","Training/ Capacity Building/ Education","Supporting Pathways","152","70"
"939","private finance","Private Finance","2022","2023","United States","North America","High income","1","1","0","1","Ministry of Environment and Renewable Energy","Research Institute","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Regional agency","Post-Secondary Education","cjFyA2s6MPjDKNYd","Forest Investment Program (FIP)","Multilateral","7","1","D02","22000","2",,"2","1","0","0","0","1","0","0","80","86","65","8","46","825","10/10/2024 16:12:53","10/10/2024 16:12:53","Central Government","Operational Platforms","Supporting Pathways","80","45"
"940","public finance","Development Finance","2022","2024","Malaysia","Asia","Lower middle income","1","0","1","0","Economic Affairs and Investment Division Ministry of Finance","Regional Development Bank","World Bank","Sweden","Europe","Sweden","Regional Government","General Environment Protection","hzYKTBCeMPoIAFFJ","Forest Investment Program (FIP)","Multi Donor Regional","8","1","C01","11001","0","2","1","0","1","1","0","1","0","1","83","24","8","32","65","392","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Operational Platforms","Supporting Pathways","174","175"
"941","public finance","Development Finance","2023","2022","United States","North America","Low income","0","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","International Agency","Post-Secondary Education","FewwzCURT90mN7Ms","Adaptation Fund (AF)","Multi Donor Regional","1","1","E01","11001",,"0","0","1","1","1","0","1","1","0","61","54","42","53","24","414","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Incineration","Non-circular Pathways","177","66"
"942","public finance","MEA Finance","2021","2018","United States","North America","Low income","0","1","0","0","Ministry of Environment and Renewable Energy","Regional Development Bank","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Regional Development Bank","Water Supply & Sanitation","GQG0IDw2oK1sNCQa","Forest Investment Program (FIP)","Multilateral","3","1","B04","21000","1","1","2","0","1","1","0","1","0","0","38","41","66","8","8","582","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Digital Mapping","Supporting Pathways","159","88"
"943","public finance","MEA Finance","2022","2018","Australia","Oceania","Low income","1","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Foundation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","National Institute","Post-Secondary Education","VLHudmhXuwYWs1yI","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","8","1","B03","41107","2","0","1","0","1","0","0","1","1","1","10","98","51","80","46","792","10/10/2024 16:12:53","10/10/2024 16:12:53","World Bank Group (WB)","Recovery for controlled disposal","Non-circular Pathways","95","150"
"944","private finance","Private Finance","2018","2020","Mexico","Latin America and the Caribbean","Upper middle income","1","1","0","1","Economic Affairs and Investment Division Ministry of Finance","National Institute","World Bank","Sweden","Europe","Sweden","Government","Transport & Storage","WFeDqjYlAo7Vb55F","Global Environment Facility (GEF4)","Multi Donor Regional","4","1","C01","41107","1","1","0","0","0","0","0","1","1","0","28","19","26","67","59","143","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Plastic Waste-to-Fuel","Non-circular Pathways","99","47"
"945","private finance","Private Finance","2022","2024","Australia","Oceania","Low income","1","0","0","1","Ministry of Environment and Renewable Energy","Government","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Non-profit organization","Post-Secondary Education","gqBSFvsa59TnVwPQ","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","1","0","E01","22000","1","2","1","1","1","0","1","0","0","0","14","76","65","41","93","773","10/10/2024 16:12:53","10/10/2024 16:12:53","Individuals and Family Offices","Plastic Waste-to-Fuel","Non-circular Pathways","153","50"
"946","public finance","Development Finance","2018","2018","Argentina","Latin America and the Caribbean","High income","1","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Regional Development Bank","Post-Secondary Education","DqVBLWHHTe5Q4jnw","Adaptation Fund (AF)","Multi Donor National","7","0","E01","41107","2",,"1","0","0","1","0","0","0","1","30","50","21","45","97","408","10/10/2024 16:12:53","10/10/2024 16:12:53","Commercial Banks and Similar FIs","Plastic Waste-to-Fuel","Non-circular Pathways","95","184"
"947","public finance","Development Finance","2024","2021","Cuba","Latin America and the Caribbean","High income","0","1","0","1","Ministry of Environment and Renewable Energy","Research Institute","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","International Agency","Transport & Storage","pGw9jTiciGEZP5Gj","Global Climate Change Alliance (GCCA)","Multilateral","1","1","B04","22000",,"0",,"1","0","1","1","1","0","1","71","96","17","90","13","540","10/10/2024 16:12:53","10/10/2024 16:12:53","Other MEAs","Other Services","Supporting Pathways","86","50"
"948","private finance","Private Finance","2018","2024","Bangladesh","Asia","High income","0","1","0","0","UNEP","Foundation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","International Agency","Water Supply & Sanitation","8RHgCGI393c7zFkJ","Amazon Fund","Multi Donor National","8","0","E01","41107","0","2",,"1","0","1","1","0","1","0","35","45","26","98","15","660","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Incineration","Non-circular Pathways","31","126"
"949","public finance","MEA Finance","2018","2023","Australia","Oceania","Lower middle income","0","0","0","1","Ministry of Environment and Renewable Energy","Research Institute","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Government agency","Water Supply & Sanitation","xCbFctRq04vzATi0","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","8","1","D02","41107","1",,"0","0","1","0","0","1","0","0","5","75","75","55","59","980","10/10/2024 16:12:53","10/10/2024 16:12:53","United Nations agency, fund or commission","Circular Use","Circular Pathways","18","101"
"950","public finance","MEA Finance","2022","2021","United States","North America","Low income","1","0","1","1","UNEP","Corporation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Regional Government","Post-Secondary Education","ycHWEsH6OMWNP6ke","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","7","0","C01","21000",,"0","1","0","0","0","1","1","0","0","66","16","8","72","69","230","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Operational Platforms","Supporting Pathways","103","87"
"951","public finance","Development Finance","2019","2022","Fiji","Oceania","High income","0","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Research Institute","World Bank","UNEP","Africa","Kenya","Government","Water Supply & Sanitation","KK7SyrPic2WXDHWg","Forest Investment Program (FIP)","Multi Donor National","7","1","B03","11001","0","1","0","0","1","0","0","1","1","0","97","84","16","68","10","269","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Plastic Waste-to-Energy","Non-circular Pathways","80","82"
"952","public finance","Development Finance","2021","2018","Bangladesh","Asia","Lower middle income","0","1","0","1","Economic Affairs and Investment Division Ministry of Finance","International Agency","World Bank","UNEP","Africa","Kenya","Foundation","Post-Secondary Education","H0v5iwDPq6R2byDG","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor National","8","1","B04","21000","1","2",,"1","0","0","0","0","0","0","75","44","7","40","80","902","10/10/2024 16:12:53","10/10/2024 16:12:53","Central Government","Incineration","Non-circular Pathways","190","102"
"953","public finance","Development Finance","2018","2022","New Zealand","Oceania","Upper middle income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","National Institute","World Bank","UNEP","Africa","Kenya","Government agency","Post-Secondary Education","CJCsEcEb2Rf2EvTf","Amazon Fund","Multi Donor Regional","3","1","C01","22000",,,"2","0","1","0","0","0","0","0","2","23","34","32","57","454","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Other Services","Supporting Pathways","47","189"
"954","public finance","MEA Finance","2022","2022","Canada","North America","Upper middle income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Government","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","National Institute","Transport & Storage","FuU2AqO7LEmsf02u","Amazon Fund","Multilateral","8","0","B03","11001",,"1","0","1","0","0","1","0","0","1","32","91","10","39","74","526","10/10/2024 16:12:53","10/10/2024 16:12:53","ILBI*","Circular Use","Circular Pathways","71","56"
"955","public finance","Domestic Finance","2018","2018","Chile","Latin America and the Caribbean","High income","0","0","1","1","UNEP","Corporation","World Bank","Sweden","Europe","Sweden","Government","General Environment Protection","32jwPvGWUdI8nZlL","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","1","0","D01","11001","1","0","1","1","1","0","0","0","0","1","63","6","59","29","100","598","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Multilateral Institution","Plastic Waste-to-Energy","Non-circular Pathways","61","114"
"956","public finance","Development Finance","2022","2020","South Korea","Asia","Lower middle income","0","1","1","0","Economic Affairs and Investment Division Ministry of Finance","International Agency","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Corporation","General Environment Protection","mDTrlxdKBsipwYvj","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","7","1","B03","41107","1","1","2","0","0","0","1","1","0","1","22","19","95","44","24","464","10/10/2024 16:12:53","10/10/2024 16:12:53","Public Corporations","Training/ Capacity Building/ Education","Supporting Pathways","112","64"
"957","public finance","Development Finance","2020","2020","Angola","Africa","Upper middle income","1","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Intergovernmental Organisation","Post-Secondary Education","v6SoBIIfgrUSJa2Y","Global Environment Facility (GEF4)","Multilateral","7","0","E01","41107","1",,,"1","0","1","1","1","0","0","23","33","18","58","56","896","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Multilateral Institution","Value Recovery","Circular Pathways","172","150"
"958","private finance","Private Finance","2019","2024","South Korea","Asia","Low income","0","1","0","1","Economic Affairs and Investment Division Ministry of Finance","National Institute","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Foundation","General Environment Protection","t60XfBrEhX1HLbVu","Forest Investment Program (FIP)","Multilateral","3","1","D01","41107","0","0","0","0","1","0","1","1","1","0","67","47","72","66","76","445","10/10/2024 16:12:54","10/10/2024 16:12:54","Regional Development Bank","Clean-up","Non-circular Pathways","176","151"
"959","public finance","Domestic Finance","2024","2022","Canada","North America","Lower middle income","0","1","0","0","UNEP","Government","World Bank","South Korea","Asia","South Korea","Government agency","Transport & Storage","l5xhbFumOQDCopDD","Adaptation Fund (AF)","Multi Donor Regional","3","0","B03","11001","0",,,"1","0","1","1","0","0","1","84","42","87","99","32","273","10/10/2024 16:12:54","10/10/2024 16:12:54","Private Equity, Venture Capital","Incineration","Non-circular Pathways","104","177"
"960","public finance","Development Finance","2020","2020","Russia","Europe","Low income","0","0","0","0","Ministry of Environment and Renewable Energy","Regional agency","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Regional agency","Post-Secondary Education","QQgpq4bNvZEihZQd","Global Environment Facility (GEF4)","Multilateral","7","1","C01","11001",,,"2","1","1","0","0","1","1","0","22","69","62","36","64","100","10/10/2024 16:12:54","10/10/2024 16:12:54","Commercial Banks and Similar FIs","Recovery for controlled disposal","Non-circular Pathways","198","103"
